,address,bathrooms,country,detailedType,district,exterior,externalReference,floor,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
239,Zona Carretera del Plantío,4,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Zona Carretera del Plantío,False,,,False,,False,False,40.4769888,-3.8617849,Majadahonda,,False,,27,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",3500.0,6.0,38188530,chalet,Madrid,4,False,600.0,good,"{u'subtitle': u'Zona Carretera del Plantío, Majadahonda', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/5a/01/232195722.jpg,http://www.idealista.com/38188530
240,barrio Castellana,3,es,{u'typology': u'flat'},Salamanca,True,,4,False,True,False,False,40.4298583,-3.6854737,Madrid,Castellana,False,,40,rent,"{u'parkingSpacePrice': 120.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",2650.0,14.0,38188189,flat,Madrid,5,False,190.0,good,"{u'subtitle': u'Castellana, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/270/id.pro.es.image.master/67/9c/4a/232220025.jpg,http://www.idealista.com/38188189
241,El Soto de la Moraleja,3,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",El Soto de la Moraleja,True,A988,1,False,False,False,False,40.5248796,-3.6366353,La Moraleja,,False,,26,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",4000.0,14.0,38169429,duplex,Madrid,4,False,280.0,good,"{u'subtitle': u'El Soto de la Moraleja, La Moraleja', u'title': u'Dúplex'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/dd/92/231951450.jpg,http://www.idealista.com/38169429
242,Zona Europa,3,es,"{u'subTypology': u'terracedHouse', u'typology': u'chalet'}",Zona Europa,False,0484,,False,,False,False,40.2767044,-3.9283222,Arroyomolinos,,False,,20,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1000.0,4.0,38166413,chalet,Madrid,3,False,227.0,good,"{u'subtitle': u'Zona Europa, Arroyomolinos', u'title': u'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/4f/bb/231952451.jpg,http://www.idealista.com/38166413
243,Valdepastores - Las Encinas,4,es,"{u'subTypology': u'semidetachedHouse', u'typology': u'chalet'}",Valdepastores - Las Encinas,False,221,,False,,False,False,40.4227533,-3.8821423,Boadilla del Monte,,False,,20,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2800.0,6.0,38159179,chalet,Madrid,5,False,450.0,good,"{u'subtitle': u'Valdepastores - Las Encinas, Boadilla del Monte', u'title': u'Chalet pareado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/a7/bd/231674545.jpg,http://www.idealista.com/38159179
244,barrio San Juan Bautista,5,es,"{u'subTypology': u'penthouse', u'typology': u'flat'}",Ciudad Lineal,True,MA20113b,4,False,True,False,False,40.451,-3.6505822,Madrid,San Juan Bautista,False,,32,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",3300.0,13.0,38157567,penthouse,Madrid,5,False,250.0,good,"{u'subtitle': u'San Juan Bautista, Madrid', u'title': u'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/da/41/231645316.jpg,http://www.idealista.com/38157567
245,núñez de balboa,4,es,{u'typology': u'flat'},Salamanca,True,Balboa alquiler,2,False,True,False,False,40.434776,-3.6832552,Madrid,Castellana,False,,13,rent,"{u'parkingSpacePrice': 140.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",3300.0,13.0,38156643,flat,Madrid,5,False,250.0,good,"{u'subtitle': u'Castellana, Madrid', u'title': u'Piso en núñez de balboa'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/2a/b1/231628016.jpg,http://www.idealista.com/38156643
246,CAPITAN HAYA,2,es,{u'typology': u'flat'},Tetuán,True,3443-01699,3,False,True,False,False,40.4647874,-3.6926293,Madrid,Cuzco-Castillejos,False,,19,rent,,1400.0,12.0,38154110,flat,Madrid,3,False,116.0,good,"{u'subtitle': u'Cuzco-Castillejos, Madrid', u'title': u'Piso en CAPITAN HAYA'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/cf/88/231602615.jpg,http://www.idealista.com/38154110
247,calle del Principe de Vergara,1,es,{u'typology': u'flat'},Chamartín,True,0A-PABLO-016,2,False,True,False,False,40.4596404,-3.6769408,Madrid,Bernabéu-Hispanoamérica,False,,10,rent,,1200.0,16.0,38154205,flat,Madrid,3,False,73.0,good,"{u'subtitle': u'Bernabéu-Hispanoamérica, Madrid', u'title': u'Piso en calle del Principe de Vergara'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/0b/8f/231586749.jpg,http://www.idealista.com/38154205
248,"calle de Raimundo Fernández Villaverde, 21",1,es,{u'typology': u'flat'},Tetuán,True,rfv21,4,False,True,False,False,40.4469209,-3.7013951,Madrid,Cuatro Caminos,False,,17,rent,,1350.0,12.0,38154006,flat,Madrid,3,True,110.0,renew,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en calle de Raimundo Fernández Villaverde, 21'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/6c/ff/231583063.jpg,http://www.idealista.com/38154006
249,barrio Goya,3,es,{u'typology': u'flat'},Salamanca,True,50001019,,False,True,False,False,40.4285782,-3.6707106,Madrid,Goya,False,,38,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2380.0,14.0,37325235,flat,Madrid,3,False,175.0,good,"{u'subtitle': u'Goya, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/8b/29/231884747.jpg,http://www.idealista.com/37325235
250,"calle de Pedro Rico, 15",1,es,{u'typology': u'flat'},Fuencarral,True,32046,2,False,True,False,False,40.484052,-3.6944981,Madrid,La Paz,False,,17,rent,,1200.0,14.0,38147643,flat,Madrid,2,True,85.0,good,"{u'subtitle': u'La Paz, Madrid', u'title': u'Piso en calle de Pedro Rico, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/89/51/231451227.jpg,http://www.idealista.com/38147643
251,barrio Recoletos,2,es,{u'typology': u'flat'},Salamanca,True,,6,False,True,False,False,40.4264528,-3.6836047,Madrid,Recoletos,False,,20,rent,,2200.0,17.0,38145361,flat,Madrid,2,False,128.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/4c/67/231397701.jpg,http://www.idealista.com/38145361
252,barrio Conde Orgaz-Piovera,5,es,{u'typology': u'flat'},Hortaleza,True,MA20119b,2,False,True,False,False,40.45669,-3.64458,Madrid,Conde Orgaz-Piovera,False,,24,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",4500.0,11.0,38143996,flat,Madrid,5,False,397.0,good,"{u'subtitle': u'Conde Orgaz-Piovera, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/c5/c0/232343216.jpg,http://www.idealista.com/38143996
253,calle de Albadalejo,1,es,{u'typology': u'flat'},San Blas,True,CLA-MARCOS-ALBADA6,bj,False,True,False,False,40.4370766,-3.6169247,Madrid,Simancas,False,,12,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1100.0,11.0,38143691,flat,Madrid,1,False,100.0,good,"{u'subtitle': u'Simancas, Madrid', u'title': u'Piso en calle de Albadalejo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/bd/e9/231372375.jpg,http://www.idealista.com/38143691
254,barrio Recoletos,2,es,{u'typology': u'flat'},Salamanca,True,00230,4,False,True,False,False,40.4244825,-3.6905271,Madrid,Recoletos,False,,30,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2850.0,25.0,38143688,flat,Madrid,2,False,115.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/71/2f/234872629.jpg,http://www.idealista.com/38143688
255,barrio Cuzco-Castillejos,4,es,{u'typology': u'flat'},Tetuán,True,FA145,14,False,True,False,False,40.4627683,-3.6920768,Madrid,Cuzco-Castillejos,False,,55,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2900.0,10.0,28837581,flat,Madrid,5,False,300.0,good,"{u'subtitle': u'Cuzco-Castillejos, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/30/c3/231288317.jpg,http://www.idealista.com/28837581
256,barrio Mirasierra,3,es,{u'typology': u'flat'},Fuencarral,True,RA025,2,False,True,False,False,40.4938104,-3.7091714,Madrid,Mirasierra,False,,33,rent,,2200.0,12.0,38130112,flat,Madrid,4,False,190.0,good,"{u'subtitle': u'Mirasierra, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/06/a1/231146653.jpg,http://www.idealista.com/38130112
257,Moraleja de Enmedio,1,es,{u'typology': u'flat'},,True,20196,2,False,False,False,False,40.2633818,-3.8597363,Moraleja de Enmedio,,False,,34,rent,,500.0,6.0,38128488,flat,Madrid,3,False,80.0,good,"{u'subtitle': u'Moraleja de Enmedio', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/f1/a7/232926187.jpg,http://www.idealista.com/38128488
258,calle de Doctor Fleming,2,es,{u'typology': u'flat'},Chamartín,True,0A-PABLO-002,8,False,True,False,False,40.4615091,-3.6877063,Madrid,Nueva España,False,,11,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2350.0,12.0,38128373,flat,Madrid,3,False,195.0,good,"{u'subtitle': u'Nueva España, Madrid', u'title': u'Piso en calle de Doctor Fleming'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/69/3e/231110522.jpg,http://www.idealista.com/38128373
259,barrio Sanchinarro,1,es,{u'typology': u'flat'},Hortaleza,True,,3,False,True,False,False,40.4935268,-3.6554016,Madrid,Sanchinarro,False,,20,rent,"{u'parkingSpacePrice': 0.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",975.0,16.0,32110971,flat,Madrid,1,False,60.0,good,"{u'subtitle': u'Sanchinarro, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/33/3e/126755163.jpg,http://www.idealista.com/32110971
260,"calle Rusia, 15",2,es,{u'typology': u'flat'},San Blas,True,RUSIA 3 DORM,3,False,True,False,False,40.4242531,-3.6096499,Madrid,Rosas,False,,15,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",895.0,8.0,28434839,flat,Madrid,3,True,110.0,good,"{u'subtitle': u'Rosas, Madrid', u'title': u'Piso en calle Rusia, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/68/2e/70027228.jpg,http://www.idealista.com/28434839
261,calle Santiago Bernabeu,3,es,{u'typology': u'flat'},Chamartín,True,,6,False,True,False,False,40.4519154,-3.6909729,Madrid,El Viso,False,,7,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",3999.0,20.0,29003997,flat,Madrid,4,False,200.0,good,"{u'subtitle': u'El Viso, Madrid', u'title': u'Piso en calle Santiago Bernabeu'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/9f/1c/79128843.jpg,http://www.idealista.com/29003997
262,calle de luis cabrera,1,es,{u'typology': u'flat'},Chamartín,False,CA017056,2,False,True,False,False,40.444726,-3.6731053,Madrid,Prosperidad,False,,7,rent,,1000.0,40.0,37402796,flat,Madrid,2,False,25.0,,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en calle de luis cabrera'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/1d/a6/216534874.jpg,http://www.idealista.com/37402796
263,barrio Conde Orgaz-Piovera,4,es,{u'typology': u'flat'},Hortaleza,True,,1,False,True,False,False,40.4575238,-3.6427378,Madrid,Conde Orgaz-Piovera,False,,24,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",5000.0,17.0,38122132,flat,Madrid,4,False,286.0,good,"{u'subtitle': u'Conde Orgaz-Piovera, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/de/8e/230970840.jpg,http://www.idealista.com/38122132
264,barrio Canillas,4,es,"{u'subTypology': u'semidetachedHouse', u'typology': u'chalet'}",Hortaleza,False,MA20145,,False,,False,False,40.4644107,-3.6530985,Madrid,Canillas,False,,27,rent,,3500.0,7.0,38121212,chalet,Madrid,6,False,500.0,good,"{u'subtitle': u'Canillas, Madrid', u'title': u'Chalet pareado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/80/de/230955625.jpg,http://www.idealista.com/38121212
265,calle de luis cabrera,1,es,{u'typology': u'flat'},Chamartín,False,CA017052,1,False,True,False,False,40.444926,-3.6751053,Madrid,Prosperidad,False,,7,rent,,1000.0,40.0,37402790,flat,Madrid,2,False,25.0,,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en calle de luis cabrera'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/cb/50/216534833.jpg,http://www.idealista.com/37402790
266,calle de luis cabrera,1,es,{u'typology': u'flat'},Chamartín,False,CA017053,1,False,True,False,False,40.441326,-3.6758053,Madrid,Prosperidad,False,,7,rent,,1000.0,40.0,37402792,flat,Madrid,2,False,25.0,,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en calle de luis cabrera'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/9e/2d/216534843.jpg,http://www.idealista.com/37402792
267,Zona Monte el Pilar,2,es,{u'typology': u'flat'},Zona Monte el Pilar,False,RFA 2377,1,False,True,False,False,40.457417,-3.8593714,Majadahonda,,False,,35,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2500.0,13.0,38115164,flat,Madrid,4,False,190.0,good,"{u'subtitle': u'Zona Monte el Pilar, Majadahonda', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/cc/51/235228791.jpg,http://www.idealista.com/38115164
268,"calle de Pico Balaitus, 59",1,es,{u'typology': u'flat'},Fuencarral,True,,2,False,True,False,False,40.4852356,-3.7209761,Madrid,Peñagrande,False,,17,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",950.0,13.0,38109071,flat,Madrid,2,True,75.0,good,"{u'subtitle': u'Peñagrande, Madrid', u'title': u'Piso en calle de Pico Balaitus, 59'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/9e/ab/230690007.jpg,http://www.idealista.com/38109071
269,domingo Pérez del Val,1,es,{u'typology': u'flat'},Arganzuela,True,384,1,False,False,False,False,40.3927758,-3.6967175,Madrid,Chopera,False,,19,rent,,900.0,14.0,38108268,flat,Madrid,2,False,65.0,good,"{u'subtitle': u'Chopera, Madrid', u'title': u'Piso en domingo Pérez del Val'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/d7/1a/235820388.jpg,http://www.idealista.com/38108268
270,calle de canillas,1,es,{u'typology': u'flat'},Chamartín,True,O 8574-A,1,False,True,False,False,40.4405119,-3.6753241,Madrid,Prosperidad,False,,10,rent,,1100.0,21.0,38103642,flat,Madrid,2,False,53.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en calle de canillas'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/8d/fe/230590792.jpg,http://www.idealista.com/38103642
271,barrio Conde Orgaz-Piovera,3,es,{u'typology': u'chalet'},Hortaleza,False,MA20137b,,False,,False,False,40.4533907,-3.6411039,Madrid,Conde Orgaz-Piovera,False,,32,rent,,3100.0,7.0,38101248,chalet,Madrid,4,False,442.0,good,"{u'subtitle': u'Conde Orgaz-Piovera, Madrid', u'title': u'Chalet'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/7e/d8/230957650.jpg,http://www.idealista.com/38101248
272,calle Vía Complutense ,2,es,{u'typology': u'flat'},Casco Histórico,True,MR264070,1,False,True,False,False,40.481363,-3.366136,Alcalá de Henares,,False,,18,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",750.0,10.0,32278210,flat,Madrid,2,False,75.0,good,"{u'subtitle': u'Casco Histórico, Alcalá de Henares', u'title': u'Piso en calle Vía Complutense '}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/e8/40/129431908.jpg,http://www.idealista.com/32278210
273,"calle Alfonso XII, 52",1,es,{u'typology': u'flat'},Retiro,True,,bj,False,True,False,False,40.4121196,-3.6890256,Madrid,Jerónimos,False,,9,rent,,1200.0,23.0,746752,flat,Madrid,1,True,52.0,good,"{u'subtitle': u'Jerónimos, Madrid', u'title': u'Piso en calle Alfonso XII, 52'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/54/25/116098285.jpg,http://www.idealista.com/746752
274,barrio Parque Lisboa - La Paz,2,es,{u'typology': u'flat'},Parque Lisboa - La Paz,True,20041,1,False,True,False,False,40.3498327,-3.8074032,Alcorcón,Parque Lisboa - La Paz,False,,20,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",900.0,12.0,38078583,flat,Madrid,2,False,75.0,good,"{u'subtitle': u'Parque Lisboa - La Paz, Alcorcón', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/0b/9f/230118864.jpg,http://www.idealista.com/38078583
275,calle de orense,1,es,{u'typology': u'flat'},Tetuán,True,A1079-OR,4,False,True,False,False,40.4501927,-3.6928753,Madrid,Cuatro Caminos,False,,14,rent,,1050.0,20.0,38076056,flat,Madrid,1,False,53.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en calle de orense'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/23/4d/230060756.jpg,http://www.idealista.com/38076056
276,calle de José Ortega y Gasset s/n,2,es,{u'typology': u'flat'},Salamanca,True,MA765,2,False,True,False,False,40.4301418,-3.6802139,Madrid,Castellana,False,,11,rent,,1900.0,18.0,38379214,flat,Madrid,2,True,107.0,good,"{u'subtitle': u'Castellana, Madrid', u'title': u'Piso en calle de José Ortega y Gasset s/n'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/a3/b6/235591150.jpg,http://www.idealista.com/38379214
277,"avenida de Brasil, 4",1,es,{u'typology': u'flat'},Tetuán,True,,4,False,True,False,False,40.4537931,-3.692996,Madrid,Cuatro Caminos,False,,14,rent,,1300.0,20.0,38376652,flat,Madrid,2,True,65.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en avenida de Brasil, 4'}",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/ed/6a/79/235548472.jpg,http://www.idealista.com/38376652
278,barrio Pinar del Rey,2,es,"{u'subTypology': u'penthouse', u'typology': u'flat'}",Hortaleza,True,CAA1532,4,False,True,False,False,40.4753449,-3.652746,Madrid,Pinar del Rey,False,,14,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1500.0,13.0,38371285,penthouse,Madrid,3,False,120.0,good,"{u'subtitle': u'Pinar del Rey, Madrid', u'title': u'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/8c/36/235440427.jpg,http://www.idealista.com/38371285
279,barrio Molino de la Hoz,2,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Molino de la Hoz,False,32072,,False,,False,False,40.5440208,-3.927636,Las Rozas de Madrid,Molino de la Hoz,False,,17,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1800.0,10.0,38367805,chalet,Madrid,3,False,180.0,good,"{u'subtitle': u'Molino de la Hoz, Las Rozas de Madrid', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/51/42/235377307.jpg,http://www.idealista.com/38367805
280,barrio Las Tablas,2,es,{u'typology': u'flat'},Fuencarral,True,,2,False,True,False,False,40.510112,-3.6711438,Madrid,Las Tablas,False,,14,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1500.0,12.0,38366086,flat,Madrid,3,False,121.0,good,"{u'subtitle': u'Las Tablas, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/9a/dd/235346760.jpg,http://www.idealista.com/38366086
281,barrio Apóstol Santiago,1,es,{u'typology': u'flat'},Hortaleza,True,GPA1527,10,False,True,False,False,40.4773591,-3.6637669,Madrid,Apóstol Santiago,False,,16,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1400.0,8.0,38350913,flat,Madrid,2,False,180.0,good,"{u'subtitle': u'Apóstol Santiago, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/a5/ec/235045747.jpg,http://www.idealista.com/38350913
282,barrio Prosperidad,2,es,{u'typology': u'flat'},Chamartín,True,0232,4,False,True,False,False,40.4429495,-3.6703942,Madrid,Prosperidad,False,,9,rent,,1350.0,11.0,38350246,flat,Madrid,3,False,118.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/a6/a5/235446803.jpg,http://www.idealista.com/38350246
283,Hispanoamérica - Comunidades,2,es,{u'typology': u'flat'},Hispanoamérica - Comunidades,True,3100,4,False,True,False,False,40.1870215,-3.6860011,Valdemoro,,False,,12,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",730.0,6.0,38345834,flat,Madrid,3,False,120.0,good,"{u'subtitle': u'Hispanoamérica - Comunidades, Valdemoro', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/f8/8d/234932030.jpg,http://www.idealista.com/38345834
284,calle Francisco Huesca,1,es,"{u'subTypology': u'penthouse', u'typology': u'flat'}",Ciudad Lineal,True,,4,False,True,False,False,40.4251746,-3.6552329,Madrid,Ventas,False,,13,rent,,650.0,22.0,38344791,penthouse,Madrid,1,False,30.0,good,"{u'subtitle': u'Ventas, Madrid', u'title': u'Ático en calle Francisco Huesca'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/fa/92/234916834.jpg,http://www.idealista.com/38344791
285,calle Cambroneras,2,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",,True,OFI339,1,False,False,False,False,40.202094,-3.7964651,Torrejón de la Calzada,,False,,16,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",600.0,5.0,38343751,duplex,Madrid,3,False,115.0,good,"{u'subtitle': u'Torrejón de la Calzada', u'title': u'Dúplex en calle Cambroneras'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/32/df/234902071.jpg,http://www.idealista.com/38343751
286,calle del General Díaz Porlier,1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Salamanca,False,6810122,4,False,True,False,False,40.4261435,-3.6766384,Madrid,Goya,False,,8,rent,,750.0,21.0,38343078,studio,Madrid,0,False,36.0,good,"{u'subtitle': u'Goya, Madrid', u'title': u'Estudio en calle del General Díaz Porlier'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/58/e6/234882882.jpg,http://www.idealista.com/38343078
287,nuñez de balboa,3,es,{u'typology': u'flat'},Salamanca,True,eg91757,1,False,True,False,False,40.4250373,-3.682287,Madrid,Recoletos,False,,14,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2900.0,22.0,38325156,flat,Madrid,2,False,130.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en nuñez de balboa'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/94/cb/234544545.jpg,http://www.idealista.com/38325156
288,"calle del Rollo, 7",1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Centro,False,,1,False,True,False,False,40.414002,-3.7111899,Madrid,Palacio,False,,16,rent,,950.0,19.0,38317093,studio,Madrid,0,True,50.0,good,"{u'subtitle': u'Palacio, Madrid', u'title': u'Estudio en calle del Rollo, 7'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/3c/71/234389291.jpg,http://www.idealista.com/38317093
289,"avenida de Francisco Pi y Margall, 79",2,es,{u'typology': u'flat'},Hortaleza,True,,6,False,True,True,False,40.4917215,-3.6613193,Madrid,Sanchinarro,False,,14,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1175.0,14.0,27147065,flat,Madrid,2,True,85.0,good,"{u'subtitle': u'Sanchinarro, Madrid', u'title': u'Piso en avenida de Francisco Pi y Margall, 79'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/5a/3d/123943731.jpg,http://www.idealista.com/27147065
290,calle de la Oca,1,es,{u'typology': u'flat'},Carabanchel,True,158,1,False,False,False,False,40.3892527,-3.739524,Madrid,Vista Alegre,False,,17,rent,,800.0,8.0,38314271,flat,Madrid,4,False,103.0,good,"{u'subtitle': u'Vista Alegre, Madrid', u'title': u'Piso en calle de la Oca'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/78/da/234333774.jpg,http://www.idealista.com/38314271
291,barrio Montecarmelo,2,es,{u'typology': u'flat'},Fuencarral,True,Montecarmelo,2,False,True,False,False,40.5095111,-3.693044,Madrid,Montecarmelo,False,,10,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1250.0,11.0,38314055,flat,Madrid,3,False,110.0,good,"{u'subtitle': u'Montecarmelo, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/18/dc/234329431.jpg,http://www.idealista.com/38314055
292,calle de Ana de Austria,2,es,{u'typology': u'flat'},Hortaleza,True,202-00284,5,False,True,False,False,40.4987931,-3.6536837,Madrid,Sanchinarro,False,,17,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1150.0,11.0,38313253,flat,Madrid,2,False,104.0,good,"{u'subtitle': u'Sanchinarro, Madrid', u'title': u'Piso en calle de Ana de Austria'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/13/45/234319733.jpg,http://www.idealista.com/38313253
