,address,bathrooms,country,detailedType,district,exterior,externalReference,floor,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
10,"calle de Goya, 37",1,es,{u'typology': u'flat'},Salamanca,True,RE-16266,5,False,True,False,False,40.4253624,-3.6835428,Madrid,Recoletos,False,,15,rent,,850.0,21.0,38127868,flat,Madrid,1,True,40.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en calle de Goya, 37'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/b7/a7/231103714.jpg,http://www.idealista.com/38127868
11,calle Tenerife,6,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Urbanizaciones,False,,,False,,False,False,40.4146847,-3.8334172,Pozuelo de Alarcón,La Cabaña,False,,15,rent,,3450.0,7.0,29129914,chalet,Madrid,5,False,470.0,good,"{u'subtitle': u'La Cabaña, Pozuelo de Alarcón', u'title': u'Casa independiente en calle Tenerife'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/34/18/80965655.jpg,http://www.idealista.com/29129914
12,calle Antonio Buero Vallejo,2,es,{u'typology': u'flat'},Noroeste,True,3184,4,False,True,False,False,40.4578546,-3.4849735,Torrejón de Ardoz,,False,,20,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",780.0,7.0,38071135,flat,Madrid,3,False,115.0,good,"{u'subtitle': u'Noroeste, Torrejón de Ardoz', u'title': u'Piso en calle Antonio Buero Vallejo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/a1/f1/230159061.jpg,http://www.idealista.com/38071135
13,barrio Cuatro Caminos,1,es,{u'typology': u'flat'},Tetuán,True,AM1709018,5,False,True,False,False,40.4447541,-3.6986847,Madrid,Cuatro Caminos,False,,12,rent,,1700.0,25.0,38089867,flat,Madrid,1,False,68.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/32/e5/230347034.jpg,http://www.idealista.com/38089867
14,barrio Cuatro Caminos,1,es,{u'typology': u'flat'},Tetuán,True,AM1709017,5,False,True,False,False,40.4476541,-3.6990847,Madrid,Cuatro Caminos,False,,17,rent,,1700.0,25.0,38084531,flat,Madrid,1,False,68.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/ee/2d/230217516.jpg,http://www.idealista.com/38084531
15,avenida del Mediterráneo,2,es,{u'typology': u'flat'},Retiro,True,AVMED1400,1,False,True,False,False,40.4078884,-3.6696755,Madrid,Adelfas,False,,12,rent,,1400.0,12.0,38082947,flat,Madrid,3,False,120.0,good,"{u'subtitle': u'Adelfas, Madrid', u'title': u'Piso en avenida del Mediterráneo'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/0b/68/230190532.jpg,http://www.idealista.com/38082947
16,diego de leon,2,es,{u'typology': u'flat'},Salamanca,True,ALQ-60462,2,False,True,False,False,40.4342526,-3.6799205,Madrid,Lista,False,,22,rent,"{u'parkingSpacePrice': 120.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",3000.0,13.0,38080700,flat,Madrid,6,False,240.0,good,"{u'subtitle': u'Lista, Madrid', u'title': u'Piso en diego de leon'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/43/35/230150391.jpg,http://www.idealista.com/38080700
17,calle Rafael Bergamín,1,es,{u'typology': u'flat'},Ciudad Lineal,True,BT-01776,7,False,True,False,False,40.4492486,-3.6599579,Madrid,San Juan Bautista,False,,33,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",980.0,13.0,38079184,flat,Madrid,1,False,75.0,good,"{u'subtitle': u'San Juan Bautista, Madrid', u'title': u'Piso en calle Rafael Bergamín'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/3c/8c/233999949.jpg,http://www.idealista.com/38079184
18,"calle de la tierra, 1",1,es,{u'typology': u'flat'},Zona Pueblo,True,,en,False,False,False,False,40.4349758,-3.8126185,Pozuelo de Alarcón,Zona Pueblo,False,,7,rent,,625.0,13.0,38386547,flat,Madrid,2,True,50.0,good,"{u'subtitle': u'Zona Pueblo, Pozuelo de Alarcón', u'title': u'Piso en calle de la tierra, 1'}",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/68/3c/73/235726543.jpg,http://www.idealista.com/38386547
19,"calle de Embajadores, 23",1,es,{u'typology': u'flat'},Centro,True,,1,False,True,False,False,40.4090749,-3.7053038,Madrid,Lavapiés-Embajadores,False,,7,rent,,1050.0,16.0,38371328,flat,Madrid,2,True,65.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Piso en calle de Embajadores, 23'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/df/2f/235441272.jpg,http://www.idealista.com/38371328
20,"calle María de Maeztu, 138",2,es,{u'typology': u'flat'},Fuencarral,True,,-1,False,True,False,False,40.4953355,-3.7222044,Madrid,Arroyo del Fresno,False,,11,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1200.0,17.0,38373215,flat,Madrid,2,True,70.0,good,"{u'subtitle': u'Arroyo del Fresno, Madrid', u'title': u'Piso en calle María de Maeztu, 138'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/49/75/235474465.jpg,http://www.idealista.com/38373215
21,Covibar - Pablo Iglesias,2,es,{u'typology': u'flat'},Covibar - Pablo Iglesias,True,MAD_0174,3,False,True,False,False,40.3641264,-3.5474514,Rivas-Vaciamadrid,,False,,11,rent,,800.0,7.0,38385821,flat,Madrid,4,False,108.0,good,"{u'subtitle': u'Covibar - Pablo Iglesias, Rivas-Vaciamadrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/ef/e4/235715814.jpg,http://www.idealista.com/38385821
22,barrio Concepción,1,es,{u'typology': u'flat'},Ciudad Lineal,True,3488-00099,3,False,True,False,False,40.4429465,-3.6451682,Madrid,Concepción,False,,10,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",930.0,16.0,38383171,flat,Madrid,1,False,60.0,good,"{u'subtitle': u'Concepción, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/f3/8c/235667163.jpg,http://www.idealista.com/38383171
23,"calle de Luis Martinez Feduchi, 40",4,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",Hortaleza,True,,4,False,True,False,False,40.5004194,-3.6404834,Madrid,Valdebebas - Valdefuentes,False,,5,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2500.0,14.0,38383075,duplex,Madrid,4,True,173.0,good,"{u'subtitle': u'Valdebebas - Valdefuentes, Madrid', u'title': u'Dúplex en calle de Luis Martinez Feduchi, 40'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/c2/62/235665737.jpg,http://www.idealista.com/38383075
24,calle Algabeño,1,es,{u'typology': u'flat'},Hortaleza,True,S1-ALG1-215,2,False,True,False,False,40.4610202,-3.6392904,Madrid,Conde Orgaz-Piovera,False,,15,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",900.0,19.0,38378436,flat,Madrid,1,False,48.0,good,"{u'subtitle': u'Conde Orgaz-Piovera, Madrid', u'title': u'Piso en calle Algabeño'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/05/ed/235577495.jpg,http://www.idealista.com/38378436
25,barrio Prosperidad,1,es,{u'typology': u'flat'},Chamartín,True,MMR116895,5,False,True,False,False,40.4455011,-3.6669608,Madrid,Prosperidad,False,,11,rent,,1300.0,23.0,38371332,flat,Madrid,2,False,56.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/67/85/235440943.jpg,http://www.idealista.com/38371332
26,barrio Europolis,2,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",Europolis,True,ALQ5023,3,False,True,False,False,40.51041,-3.8969191,Las Rozas de Madrid,Europolis,False,,27,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1350.0,12.0,38341984,duplex,Madrid,3,False,115.0,good,"{u'subtitle': u'Europolis, Las Rozas de Madrid', u'title': u'Dúplex'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/a9/68/234863118.jpg,http://www.idealista.com/38341984
27,"calle del mesón de paredes, 35",1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Centro,True,,2,False,False,False,False,40.4098889,-3.70403,Madrid,Lavapiés-Embajadores,False,,16,rent,,490.0,19.0,34667042,studio,Madrid,0,True,26.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Estudio en calle del mesón de paredes, 35'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/4c/55/167619449.jpg,http://www.idealista.com/34667042
28,barrio Lavapiés-Embajadores,1,es,{u'typology': u'flat'},Centro,True,FR-24,3,False,True,False,False,40.4119967,-3.7009643,Madrid,Lavapiés-Embajadores,False,,21,rent,,1000.0,22.0,38340558,flat,Madrid,1,False,45.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/e4/8a/234839505.jpg,http://www.idealista.com/38340558
29,Bustarviejo,1,es,{u'typology': u'flat'},,True,ALQ5020,2,False,False,False,False,40.858413,-3.7073223,Bustarviejo,,False,,26,rent,,470.0,5.0,38339977,flat,Madrid,3,False,90.0,good,"{u'subtitle': u'Bustarviejo', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/05/ea/234828743.jpg,http://www.idealista.com/38339977
30,barrio Argüelles,1,es,{u'typology': u'flat'},Moncloa,True,MON-1143,2,False,True,False,False,40.4198854,-3.7162206,Madrid,Argüelles,False,,15,rent,,1100.0,16.0,38332537,flat,Madrid,2,False,70.0,good,"{u'subtitle': u'Argüelles, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/2e/c3/234681834.jpg,http://www.idealista.com/38332537
31,la Paz,4,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",Valdemorillo pueblo,True,ALQAD05_17,1,False,False,False,False,40.4994515,-4.0666842,Valdemorillo,,False,,15,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1100.0,5.0,38329505,duplex,Madrid,5,False,240.0,good,"{u'subtitle': u'Valdemorillo pueblo, Valdemorillo', u'title': u'Dúplex en la Paz'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/fb/7a/234630060.jpg,http://www.idealista.com/38329505
32,velazquez,1,es,{u'typology': u'flat'},Salamanca,True,,6,False,True,False,False,40.4254528,-3.6852047,Madrid,Recoletos,False,,9,rent,,1300.0,19.0,38327138,flat,Madrid,1,False,69.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en velazquez'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/69/96/234587379.jpg,http://www.idealista.com/38327138
33,calle clara del rey,1,es,{u'typology': u'flat'},Chamartín,False,923,3,False,True,False,False,40.4396276,-3.6719571,Madrid,Prosperidad,False,,15,rent,,1000.0,18.0,38325469,flat,Madrid,2,False,55.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en calle clara del rey'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/ab/24/234552446.jpg,http://www.idealista.com/38325469
34,"fuente del Berro, 33",1,es,{u'typology': u'flat'},Salamanca,True,FB33,5,False,True,False,False,40.4239386,-3.6708777,Madrid,Goya,False,,26,rent,,1100.0,17.0,38320671,flat,Madrid,2,True,63.0,good,"{u'subtitle': u'Goya, Madrid', u'title': u'Piso en fuente del Berro, 33'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/10/de/234468068.jpg,http://www.idealista.com/38320671
35,barrio Conde Orgaz-Piovera,5,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Hortaleza,False,CLA-MARCOS-SERRA,,False,,False,False,40.4587807,-3.637268,Madrid,Conde Orgaz-Piovera,False,,33,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",5000.0,11.0,38320073,chalet,Madrid,5,False,475.0,good,"{u'subtitle': u'Conde Orgaz-Piovera, Madrid', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/18/c7/234459745.jpg,http://www.idealista.com/38320073
36,"camino del tomillarón, 29 b",2,es,{u'typology': u'flat'},Marazuela- El Torreón,False,SD-92260-0001,,False,True,False,False,40.4934904,-3.8612053,Las Rozas de Madrid,Marazuela- El Torreón,False,,17,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1255.0,9.0,38318764,flat,Madrid,3,True,137.0,,"{u'subtitle': u'Marazuela- El Torreón, Las Rozas de Madrid', u'title': u'Piso en camino del tomillarón, 29 b'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/8e/9b/234433048.jpg,http://www.idealista.com/38318764
37,calle Isla de Zanzibar,1,es,{u'typology': u'flat'},Fuencarral,True,LP_007,1,False,True,False,False,40.4806209,-3.7217694,Madrid,Peñagrande,False,,21,rent,"{u'parkingSpacePrice': 50.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",850.0,17.0,28541513,flat,Madrid,2,False,50.0,good,"{u'subtitle': u'Peñagrande, Madrid', u'title': u'Piso en calle Isla de Zanzibar'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/81/b3/236150823.jpg,http://www.idealista.com/28541513
38,Sector B,3,es,{u'typology': u'flat'},Sector B,True,2031,3,False,True,True,False,40.4080192,-3.8951698,Boadilla del Monte,,False,,18,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2000.0,9.0,38309977,flat,Madrid,4,False,220.0,good,"{u'subtitle': u'Sector B, Boadilla del Monte', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/9c/91/234259982.jpg,http://www.idealista.com/38309977
39,Los Ángeles - Jarandilla,2,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",Los Ángeles - Jarandilla,True,A-1135,1,False,True,False,False,40.5767196,-3.9296791,Torrelodones,,False,,23,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",850.0,11.0,38309108,duplex,Madrid,2,False,80.0,good,"{u'subtitle': u'Los Ángeles - Jarandilla, Torrelodones', u'title': u'Dúplex'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/8f/f5/234243661.jpg,http://www.idealista.com/38309108
40,calle Calle de Emilio Ferrari,1,es,{u'typology': u'flat'},Ciudad Lineal,True,24055,4,False,False,False,False,40.4284451,-3.6372327,Madrid,Pueblo Nuevo,False,,6,rent,,700.0,14.0,38305129,flat,Madrid,2,False,50.0,good,"{u'subtitle': u'Pueblo Nuevo, Madrid', u'title': u'Piso en calle Calle de Emilio Ferrari'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/0f/c1/234150013.jpg,http://www.idealista.com/38305129
41,barrio Zona norte,1,es,{u'typology': u'flat'},Zona norte,True,PJ2627,1,False,True,False,False,40.4566226,-3.8029347,Pozuelo de Alarcón,Zona norte,False,,22,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1200.0,16.0,38303683,flat,Madrid,1,False,76.0,good,"{u'subtitle': u'Zona norte, Pozuelo de Alarcón', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/0f/d8/233393043.jpg,http://www.idealista.com/38303683
42,"paseo Delicias, 96",2,es,{u'typology': u'flat'},Arganzuela,True,CR-0019,2,False,True,False,False,40.3969177,-3.6946219,Madrid,Delicias,False,,14,rent,,1100.0,12.0,26872498,flat,Madrid,2,True,95.0,good,"{u'subtitle': u'Delicias, Madrid', u'title': u'Piso en paseo Delicias, 96'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/46/41/234064483.jpg,http://www.idealista.com/26872498
43,barrio Zona Pueblo,5,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Zona Pueblo,False,ALQ5018,,False,,False,False,40.4434244,-3.8169352,Pozuelo de Alarcón,Zona Pueblo,False,,28,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2800.0,7.0,38299579,chalet,Madrid,5,False,400.0,good,"{u'subtitle': u'Zona Pueblo, Pozuelo de Alarcón', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/90/e0/234057893.jpg,http://www.idealista.com/38299579
44,barrio Goya,1,es,{u'typology': u'flat'},Salamanca,True,J 0109161 W,4,False,True,False,False,40.4247569,-3.6739707,Madrid,Goya,False,,23,rent,"{u'parkingSpacePrice': 150.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",1000.0,14.0,38293531,flat,Madrid,1,False,70.0,good,"{u'subtitle': u'Goya, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/80/b8/233949276.jpg,http://www.idealista.com/38293531
45,calle Sánchez Pacheco,1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Chamartín,True,Auditorio,bj,False,True,True,False,40.4458809,-3.6746309,Madrid,Ciudad Jardín,False,,19,rent,,900.0,15.0,38290091,studio,Madrid,0,False,60.0,good,"{u'subtitle': u'Ciudad Jardín, Madrid', u'title': u'Estudio en calle Sánchez Pacheco'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/0d/01/233876742.jpg,http://www.idealista.com/38290091
46,"calle Madrid, 1",1,es,{u'typology': u'flat'},Centro - Manguilla,True,14esc,1,False,True,False,False,40.5839621,-4.1271458,El Escorial,,False,,20,rent,,535.0,10.0,26845667,flat,Madrid,1,True,55.0,good,"{u'subtitle': u'Centro - Manguilla, El Escorial', u'title': u'Piso en calle Madrid, 1'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/a1/b3/47433622.jpg,http://www.idealista.com/26845667
47,Puerto de Galapagar-Las Cuestas,4,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Puerto de Galapagar-Las Cuestas,False,18146,,False,,False,False,40.5532896,-3.9890924,Galapagar,,False,,40,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2600.0,5.0,38289982,chalet,Madrid,6,False,515.0,good,"{u'subtitle': u'Puerto de Galapagar-Las Cuestas, Galapagar', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/3d/b2/233875629.jpg,http://www.idealista.com/38289982
48,Sector B,2,es,{u'typology': u'flat'},Sector B,True,02815,bj,False,True,False,False,40.4092358,-3.8941455,Boadilla del Monte,,False,,44,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1300.0,12.0,38276875,flat,Madrid,3,False,108.0,good,"{u'subtitle': u'Sector B, Boadilla del Monte', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/16/bc/233737645.jpg,http://www.idealista.com/38276875
49,barrio Zona norte,4,es,"{u'subTypology': u'terracedHouse', u'typology': u'chalet'}",Zona norte,False,ALQ5021,,False,,False,False,40.4504616,-3.8114932,Pozuelo de Alarcón,Zona norte,False,,29,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1950.0,7.0,38283083,chalet,Madrid,4,False,300.0,good,"{u'subtitle': u'Zona norte, Pozuelo de Alarcón', u'title': u'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/76/04/233729101.jpg,http://www.idealista.com/38283083
50,barrio Zona norte,4,es,"{u'subTypology': u'terracedHouse', u'typology': u'chalet'}",Zona norte,False,ALQ5021,,False,,False,False,40.4504616,-3.8114932,Pozuelo de Alarcón,Zona norte,False,,29,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1950.0,7.0,38283083,chalet,Madrid,4,False,300.0,good,"{u'subtitle': u'Zona norte, Pozuelo de Alarcón', u'title': u'Chalet adosado'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/76/04/233729101.jpg,http://www.idealista.com/38283083
51,"calle de la cabeza, 38",1,es,{u'typology': u'flat'},Centro,False,,4,False,False,False,False,40.4119169,-3.7010679,Madrid,Lavapiés-Embajadores,False,,18,rent,,790.0,14.0,34017764,flat,Madrid,2,True,55.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Piso en calle de la cabeza, 38'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/da/e6/156419343.jpg,http://www.idealista.com/34017764
52,Hoyo de Manzanares,2,es,{u'typology': u'flat'},,True,,2,False,False,False,False,40.6207806,-3.916879,Hoyo de Manzanares,,False,,44,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",900.0,9.0,38251422,flat,Madrid,2,False,102.0,good,"{u'subtitle': u'Hoyo de Manzanares', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/9e/af/235917345.jpg,http://www.idealista.com/38251422
