,address,bathrooms,country,detailedType,district,exterior,externalReference,floor,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
0,barrio Ciudad Universitaria,1,es,{u'typology': u'flat'},Moncloa,True,01495,5,False,True,False,True,40.4483121,-3.7169909,Madrid,Ciudad Universitaria,False,,17,rent,"{u'parkingSpacePrice': 80.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",1600.0,16.0,38312706,flat,Madrid,2,False,100.0,good,"{u'subtitle': u'Ciudad Universitaria, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/e6/05/234310610.jpg,http://www.idealista.com/38312706
1,"calle Conde de Duque, 6",1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Centro,False,,3,False,True,False,False,40.4259124,-3.7112657,Madrid,Malasaña-Universidad,False,,28,rent,,800.0,32.0,38312999,studio,Madrid,0,True,25.0,good,"{u'subtitle': u'Malasaña-Universidad, Madrid', u'title': u'Estudio en calle Conde de Duque, 6'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/be/d5/234312490.jpg,http://www.idealista.com/38312999
2,barrio Bernabéu-Hispanoamérica,3,es,{u'typology': u'flat'},Chamartín,True,01494,3,False,True,False,True,40.457164,-3.6807362,Madrid,Bernabéu-Hispanoamérica,False,,22,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2400.0,13.0,38302487,flat,Madrid,4,False,180.0,good,"{u'subtitle': u'Bernabéu-Hispanoamérica, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/a4/3a/234306969.jpg,http://www.idealista.com/38302487
3,"calle de la infanta mercedes, 62",1,es,{u'typology': u'flat'},Tetuán,False,,3,False,True,False,False,40.4602963,-3.6963123,Madrid,Cuzco-Castillejos,False,,25,rent,,950.0,24.0,33858989,flat,Madrid,1,True,40.0,good,"{u'subtitle': u'Cuzco-Castillejos, Madrid', u'title': u'Piso en calle de la infanta mercedes, 62'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/6f/bf/154013684.jpg,http://www.idealista.com/33858989
4,calle Castelló,2,es,{u'typology': u'flat'},Salamanca,True,ACC20817,5,False,True,False,False,40.4309734,-3.6806357,Madrid,Castellana,False,,20,rent,,2250.0,19.0,38312846,flat,Madrid,2,False,120.0,good,"{u'subtitle': u'Castellana, Madrid', u'title': u'Piso en calle Castelló'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/0d/e5/234310222.jpg,http://www.idealista.com/38312846
5,barrio Chueca-Justicia,1,es,{u'typology': u'flat'},Centro,True,,1,False,True,False,False,40.4215215,-3.6938446,Madrid,Chueca-Justicia,False,,2,rent,,1500.0,16.0,38312915,flat,Madrid,1,False,93.0,good,"{u'subtitle': u'Chueca-Justicia, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/47/6f/234315243.jpg,http://www.idealista.com/38312915
6,paseo de la Castellana,2,es,{u'typology': u'flat'},Tetuán,True,,7,False,True,False,False,40.4564839,-3.692053,Madrid,Cuatro Caminos,False,,14,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1500.0,17.0,38312903,flat,Madrid,2,False,90.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en paseo de la Castellana'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/d2/f3/234311082.jpg,http://www.idealista.com/38312903
7,"calle Bernardino Obregón, 19",1,es,{u'typology': u'flat'},Arganzuela,True,,2,False,True,False,False,40.4031206,-3.6991813,Madrid,Palos de Moguer,False,,3,rent,,875.0,18.0,38312887,flat,Madrid,1,True,50.0,good,"{u'subtitle': u'Palos de Moguer, Madrid', u'title': u'Piso en calle Bernardino Obregón, 19'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/a2/80/234310510.jpg,http://www.idealista.com/38312887
8,Centro,1,es,{u'typology': u'flat'},Centro,True,,1,False,False,False,False,40.6571531,-3.7682137,Colmenar Viejo,,False,,17,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",650.0,9.0,38312861,flat,Madrid,2,False,70.0,good,"{u'subtitle': u'Centro, Colmenar Viejo', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/e2/4a/f9/234309993.jpg,http://www.idealista.com/38312861
9,barrio El Viso,2,es,{u'typology': u'flat'},Chamartín,True,1765,2,False,True,False,False,40.4469286,-3.6845523,Madrid,El Viso,False,,34,rent,,2500.0,26.0,38310054,flat,Madrid,2,False,95.0,good,"{u'subtitle': u'El Viso, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/e7/70/234309981.jpg,http://www.idealista.com/38310054
10,principe de Vergara,1,es,{u'typology': u'flat'},Chamartín,True,,1,False,True,False,False,40.4586753,-3.6762622,Madrid,Bernabéu-Hispanoamérica,False,,19,rent,,1380.0,20.0,38312817,flat,Madrid,2,False,70.0,good,"{u'subtitle': u'Bernabéu-Hispanoamérica, Madrid', u'title': u'Piso en principe de Vergara'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/6f/0b/234309355.jpg,http://www.idealista.com/38312817
11,plaza del conde del valle de súchil s/n,3,es,{u'typology': u'flat'},Chamberí,False,50220,6,False,True,False,False,40.4315464,-3.7072903,Madrid,Arapiles,False,,13,rent,,1950.0,12.0,38312855,flat,Madrid,4,True,160.0,,"{u'subtitle': u'Arapiles, Madrid', u'title': u'Piso en plaza del conde del valle de súchil s/n'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/f6/52/234309817.jpg,http://www.idealista.com/38312855
12,"calle de bravo murillo, 36",2,es,{u'typology': u'flat'},Chamberí,False,50216,6,False,True,False,False,40.4377678,-3.7040702,Madrid,Trafalgar,False,,22,rent,,1900.0,14.0,38312854,flat,Madrid,4,True,133.0,,"{u'subtitle': u'Trafalgar, Madrid', u'title': u'Piso en calle de bravo murillo, 36'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/29/0e/00/234309793.jpg,http://www.idealista.com/38312854
13,barrio Fuente del Berro,1,es,{u'typology': u'flat'},Salamanca,True,C 366,2,False,True,False,False,40.4291461,-3.6630603,Madrid,Fuente del Berro,False,,12,rent,,1200.0,13.0,38312798,flat,Madrid,2,False,90.0,good,"{u'subtitle': u'Fuente del Berro, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/66/9b/234308862.jpg,http://www.idealista.com/38312798
14,barrio Argüelles,3,es,"{u'subTypology': u'penthouse', u'typology': u'flat'}",Moncloa,True,AM1710004,6,False,True,False,False,40.429984,-3.7179061,Madrid,Argüelles,False,,31,rent,,2800.0,22.0,38312758,penthouse,Madrid,4,False,127.0,good,"{u'subtitle': u'Argüelles, Madrid', u'title': u'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/83/47/234308128.jpg,http://www.idealista.com/38312758
15,calle Claudio Coello,1,es,{u'typology': u'flat'},Salamanca,False,e75.c.coel4º1dorm.,4,False,True,False,True,40.4235315,-3.686773,Madrid,Recoletos,False,,11,rent,"{u'parkingSpacePrice': 180.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",1150.0,19.0,26394327,flat,Madrid,1,False,60.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en calle Claudio Coello'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/d9/55/41554060.jpg,http://www.idealista.com/26394327
16,calle de Cristóbal Bordiú,2,es,{u'typology': u'flat'},Chamberí,True,EV-CRISTOBAL1300,6,False,True,False,True,40.4435966,-3.6962349,Madrid,Nuevos Ministerios-Ríos Rosas,False,,35,rent,,1300.0,14.0,38309793,flat,Madrid,3,False,90.0,good,"{u'subtitle': u'Nuevos Ministerios-Ríos Rosas, Madrid', u'title': u'Piso en calle de Cristóbal Bordiú'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/fc/b0/234306813.jpg,http://www.idealista.com/38309793
17,carniceria,2,es,"{u'subTypology': u'duplex', u'typology': u'flat'}",,True,SV-1404PDARH,2,False,True,False,False,40.7847128,-3.6904567,Guadalix de la Sierra,,False,,28,rent,,700.0,5.0,34133527,duplex,Madrid,3,False,140.0,good,"{u'subtitle': u'Guadalix de la Sierra', u'title': u'Dúplex en carniceria'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/e2/ff/141382151.jpg,http://www.idealista.com/34133527
18,"c. norte, 20",3,es,"{u'subTypology': u'terracedHouse', u'typology': u'chalet'}",,False,,,False,,False,False,40.9435385,-3.660741,Garganta de los Montes,,False,,18,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1000.0,5.0,31129781,chalet,Madrid,3,True,195.0,good,"{u'subtitle': u'Garganta de los Montes', u'title': u'Chalet adosado en c. norte, 20'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/74/20/112115818.jpg,http://www.idealista.com/31129781
19,calle Velayos,2,es,{u'typology': u'flat'},Moncloa,True,A6810112,2,False,True,False,False,40.4670083,-3.7266274,Madrid,Ciudad Universitaria,False,,35,rent,,2100.0,11.0,38312620,flat,Madrid,5,False,190.0,good,"{u'subtitle': u'Ciudad Universitaria, Madrid', u'title': u'Piso en calle Velayos'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/55/54/234305938.jpg,http://www.idealista.com/38312620
20,"calle San Esteban Ur Cantagallo, 12",3,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",,False,,,False,,False,False,40.81764,-3.75556,Miraflores de la Sierra,,False,,36,rent,,1500.0,5.0,37517435,chalet,Madrid,4,True,320.0,good,"{u'subtitle': u'Miraflores de la Sierra', u'title': u'Casa independiente en calle San Esteban Ur Cantagallo, 12'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/b8/f1/210744906.jpg,http://www.idealista.com/37517435
21,calle Jaén,1,es,{u'typology': u'flat'},Tetuán,True,6810114,3,False,False,False,False,40.4501876,-3.7012616,Madrid,Cuatro Caminos,False,,8,rent,,720.0,18.0,38312713,flat,Madrid,1,False,40.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en calle Jaén'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/6f/92/234307518.jpg,http://www.idealista.com/38312713
22,san Vicente Ferrer,1,es,{u'typology': u'flat'},Centro,True,TribunalA,3,False,True,False,False,40.426663,-3.7049294,Madrid,Malasaña-Universidad,False,,6,rent,,990.0,15.0,38312715,flat,Madrid,2,False,65.0,good,"{u'subtitle': u'Malasaña-Universidad, Madrid', u'title': u'Piso en san Vicente Ferrer'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/58/be/234307466.jpg,http://www.idealista.com/38312715
23,"calle de San Pedro, 3",1,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",,False,,,False,,False,False,40.8546191,-3.4779391,Patones,,False,,13,rent,,450.0,5.0,38312683,chalet,Madrid,2,True,90.0,good,"{u'subtitle': u'Patones', u'title': u'Casa independiente en calle de San Pedro, 3'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/ca/04/234307153.jpg,http://www.idealista.com/38312683
24,"avenida del Monasterio de El Escorial, 73",2,es,{u'typology': u'flat'},Fuencarral,True,,1,False,True,False,False,40.5067874,-3.6961807,Madrid,Montecarmelo,False,,15,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1300.0,13.0,38307737,flat,Madrid,2,True,98.0,good,"{u'subtitle': u'Montecarmelo, Madrid', u'title': u'Piso en avenida del Monasterio de El Escorial, 73'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/17/2a/234223776.jpg,http://www.idealista.com/38307737
25,"calle Colombia, 53",1,es,{u'typology': u'flat'},Chamartín,True,,2,False,True,False,False,40.4572687,-3.6700972,Madrid,Bernabéu-Hispanoamérica,False,,16,rent,,1100.0,17.0,28847063,flat,Madrid,2,True,65.0,good,"{u'subtitle': u'Bernabéu-Hispanoamérica, Madrid', u'title': u'Piso en calle Colombia, 53'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/30/1a/76606407.jpg,http://www.idealista.com/28847063
26,"vicente Blasco Ibañez, 15",2,es,{u'typology': u'flat'},Hortaleza,True,bi15,1,False,True,False,False,40.4914314,-3.6577223,Madrid,Sanchinarro,False,,20,rent,"{u'parkingSpacePrice': 80.0, u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': False}",1300.0,10.0,38312621,flat,Madrid,3,True,130.0,good,"{u'subtitle': u'Sanchinarro, Madrid', u'title': u'Piso en vicente Blasco Ibañez, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/84/ba/234305881.jpg,http://www.idealista.com/38312621
27,calle MAGDALENA,1,es,{u'typology': u'flat'},Centro,True,BD1504,1,False,True,False,False,40.4120259,-3.7012308,Madrid,Lavapiés-Embajadores,False,,29,rent,,950.0,18.0,38312613,flat,Madrid,1,False,53.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Piso en calle MAGDALENA'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/c0/62/234305810.jpg,http://www.idealista.com/38312613
28,"avenida de la Pedriza, 13",1,es,{u'typology': u'flat'},,True,,bj,False,True,False,False,40.7282093,-3.8716999,Manzanares el Real,,False,,12,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",560.0,7.0,30371671,flat,Madrid,2,True,85.0,good,"{u'subtitle': u'Manzanares el Real', u'title': u'Piso en avenida de la Pedriza, 13'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/5e/75/99341022.jpg,http://www.idealista.com/30371671
29,camino de la raya,2,es,{u'typology': u'flat'},Raya del Palancar - Guadamonte,False,454918,,False,True,False,False,40.4260342,-3.9762152,Villanueva de la Cañada,,False,,5,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",950.0,9.0,38305685,flat,Madrid,3,False,105.0,good,"{u'subtitle': u'Raya del Palancar - Guadamonte, Villanueva de la Cañada', u'title': u'Piso en camino de la raya'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/7d/96/234157951.jpg,http://www.idealista.com/38305685
30,"calle Hermosilla, 39",1,es,{u'typology': u'flat'},Salamanca,False,BAJO D,bj,False,True,False,False,40.4263789,-3.6833527,Madrid,Recoletos,False,,10,rent,,700.0,11.0,29831479,flat,Madrid,1,True,65.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en calle Hermosilla, 39'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/6f/9d/91243654.jpg,http://www.idealista.com/29831479
31,"calle San Julian del Camino, 5",2,es,{u'typology': u'flat'},Fuencarral,True,,4,False,True,True,True,40.510328,-3.67098,Madrid,Las Tablas,False,,21,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1100.0,11.0,27536993,flat,Madrid,2,True,102.0,good,"{u'subtitle': u'Las Tablas, Madrid', u'title': u'Piso en calle San Julian del Camino, 5'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/4c/5a/57133024.jpg,http://www.idealista.com/27536993
32,"calle de silvio abad, 61",1,es,{u'typology': u'flat'},Usera,True,2801-013070-01,1,False,False,False,False,40.3810491,-3.7123791,Madrid,Zofío,False,,9,rent,,500.0,11.0,38312599,flat,Madrid,2,True,45.0,good,"{u'subtitle': u'Zofío, Madrid', u'title': u'Piso en calle de silvio abad, 61'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/ed/aa/234305353.jpg,http://www.idealista.com/38312599
33,"calle san timoteo, 1",1,es,{u'typology': u'flat'},Latina,True,2808-013069-01,1,False,True,False,False,40.4049397,-3.7350586,Madrid,Puerta del Ángel,False,,6,rent,,500.0,10.0,38312598,flat,Madrid,1,True,50.0,good,"{u'subtitle': u'Puerta del Ángel, Madrid', u'title': u'Piso en calle san timoteo, 1'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/31/44/234305347.jpg,http://www.idealista.com/38312598
34,"calle de miguel peña, 6",1,es,{u'typology': u'flat'},El Barral Ferial,True,2831-013068-01,1,False,True,False,False,40.4437,-3.53273,Coslada,,False,,18,rent,,550.0,6.0,38312597,flat,Madrid,3,True,85.0,good,"{u'subtitle': u'El Barral Ferial, Coslada', u'title': u'Piso en calle de miguel peña, 6'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/0b/e0/234305329.jpg,http://www.idealista.com/38312597
35,"calle mario vargas llosa, 22",2,es,{u'typology': u'flat'},Fuentebella-San Felix-El Leguario,True,2810-013067-01,,False,False,False,False,40.2241531,-3.7729933,Parla,,False,,29,rent,,1250.0,6.0,38312595,flat,Madrid,4,True,200.0,good,"{u'subtitle': u'Fuentebella-San Felix-El Leguario, Parla', u'title': u'Piso en calle mario vargas llosa, 22'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/78/99/234305279.jpg,http://www.idealista.com/38312595
36,"avenida de la gran vía de hortaleza, 88",1,es,{u'typology': u'flat'},Hortaleza,True,2805-013066-01,4,False,True,False,False,40.4688975,-3.6439943,Madrid,Canillas,False,,19,rent,,890.0,13.0,38312594,flat,Madrid,2,True,70.0,good,"{u'subtitle': u'Canillas, Madrid', u'title': u'Piso en avenida de la gran vía de hortaleza, 88'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/6f/16/234305260.jpg,http://www.idealista.com/38312594
37,"calle sisebuto, 7",1,es,{u'typology': u'flat'},Latina,True,2808-013065-01,2,False,False,False,False,40.4123739,-3.7340826,Madrid,Puerta del Ángel,False,,32,rent,,950.0,15.0,38312593,flat,Madrid,3,True,65.0,good,"{u'subtitle': u'Puerta del Ángel, Madrid', u'title': u'Piso en calle sisebuto, 7'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/98/cf/234305216.jpg,http://www.idealista.com/38312593
38,"calle del aviador zorita, 25",2,es,{u'typology': u'flat'},Tetuán,True,2802-009716-02,2,False,True,False,False,40.44949,-3.69851,Madrid,Cuatro Caminos,False,,20,rent,,1500.0,14.0,38312591,flat,Madrid,4,True,110.0,good,"{u'subtitle': u'Cuatro Caminos, Madrid', u'title': u'Piso en calle del aviador zorita, 25'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/88/91/234305166.jpg,http://www.idealista.com/38312591
39,"calle general ricardos, 129",1,es,{u'typology': u'flat'},Carabanchel,True,2801-005479-03,3,False,True,False,False,40.3817001,-3.7338502,Madrid,Puerta Bonita,False,,16,rent,,595.0,7.0,38312590,flat,Madrid,2,True,83.0,good,"{u'subtitle': u'Puerta Bonita, Madrid', u'title': u'Piso en calle general ricardos, 129'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/11/1c/234305135.jpg,http://www.idealista.com/38312590
40,"calle del corregidor señor de la elipa, 8",1,es,{u'typology': u'flat'},Moratalaz,True,2803-003027-03,4,False,True,False,False,40.4112045,-3.6503948,Madrid,Marroquina,False,,11,rent,,500.0,8.0,38312589,flat,Madrid,2,True,60.0,good,"{u'subtitle': u'Marroquina, Madrid', u'title': u'Piso en calle del corregidor señor de la elipa, 8'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/35/d1/234305101.jpg,http://www.idealista.com/38312589
41,"calle carolina coronado, 10",1,es,{u'typology': u'flat'},Centro,True,2810-002660-04,2,False,True,False,False,40.2372278,-3.7699057,Parla,,False,,16,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",495.0,8.0,38312576,flat,Madrid,2,True,60.0,good,"{u'subtitle': u'Centro, Parla', u'title': u'Piso en calle carolina coronado, 10'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/a7/f3/234305066.jpg,http://www.idealista.com/38312576
42,salamanca - Castellana,1,es,{u'typology': u'flat'},Salamanca,False,1117,1,False,True,False,False,40.4334481,-3.685438,Madrid,Castellana,False,,7,rent,,1000.0,18.0,38312571,flat,Madrid,1,False,56.0,good,"{u'subtitle': u'Castellana, Madrid', u'title': u'Piso en salamanca - Castellana'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/37/ed/234305001.jpg,http://www.idealista.com/38312571
43,barrio Casco Histórico de Barajas,2,es,{u'typology': u'flat'},Barajas,True,pa-08-12,1,False,True,False,False,40.4727066,-3.5774898,Madrid,Casco Histórico de Barajas,False,,23,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",900.0,10.0,1333312,flat,Madrid,2,False,90.0,good,"{u'subtitle': u'Casco Histórico de Barajas, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/f5/35/9422982.jpg,http://www.idealista.com/1333312
44,o´Donnell,4,es,{u'typology': u'flat'},Retiro,True,,5,False,True,False,False,40.421226,-3.6714589,Madrid,Ibiza,False,,40,rent,,2800.0,14.0,38312417,flat,Madrid,4,False,204.0,good,"{u'subtitle': u'Ibiza, Madrid', u'title': u'Piso en o´Donnell'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/fa/60/234301529.jpg,http://www.idealista.com/38312417
45,"calle Doctor Piga, 11",1,es,{u'typology': u'flat'},Centro,True,,bj,False,True,False,False,40.4084596,-3.6981335,Madrid,Lavapiés-Embajadores,False,,19,rent,,1800.0,15.0,35795270,flat,Madrid,2,True,120.0,good,"{u'subtitle': u'Lavapiés-Embajadores, Madrid', u'title': u'Piso en calle Doctor Piga, 11'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/02/8b/186870698.jpg,http://www.idealista.com/35795270
46,calle Santa Valentina,1,es,{u'typology': u'flat'},Tetuán,True,1021-HE-Sant.Va,2,False,True,False,False,40.4662194,-3.6966497,Madrid,Valdeacederas,False,,21,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",700.0,13.0,38312555,flat,Madrid,1,False,55.0,good,"{u'subtitle': u'Valdeacederas, Madrid', u'title': u'Piso en calle Santa Valentina'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/70/33/234304699.jpg,http://www.idealista.com/38312555
47,barrio Chueca-Justicia,3,es,{u'typology': u'flat'},Centro,True,MA2103I,1,False,True,False,False,40.4292087,-3.6971518,Madrid,Chueca-Justicia,False,,48,rent,,3100.0,12.0,38312526,flat,Madrid,3,False,253.0,good,"{u'subtitle': u'Chueca-Justicia, Madrid', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/e5/cf/234303885.jpg,http://www.idealista.com/38312526
48,barrio Somosaguas,4,es,"{u'subTypology': u'independantHouse', u'typology': u'chalet'}",Somosaguas,False,PA3708I,,False,,False,False,40.4298626,-3.7951234,Pozuelo de Alarcón,Somosaguas,False,,59,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",7000.0,7.0,31456708,chalet,Madrid,6,False,1000.0,good,"{u'subtitle': u'Somosaguas, Pozuelo de Alarcón', u'title': u'Casa independiente'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/ae/30/234303009.jpg,http://www.idealista.com/31456708
49,Zona Industrial,3,es,{u'typology': u'flat'},Zona Industrial,True,A5369I,bj,False,False,False,False,40.53725,-3.65094,Alcobendas,,False,,29,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2950.0,16.0,27661206,flat,Madrid,2,False,185.0,good,"{u'subtitle': u'Zona Industrial, Alcobendas', u'title': u'Piso'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/b5/00/234302579.jpg,http://www.idealista.com/27661206
50,puenteareas,2,es,{u'typology': u'flat'},Chamartín,True,Puenteareas,4,False,True,False,False,40.4423495,-3.6696942,Madrid,Prosperidad,False,,13,rent,,1350.0,11.0,38312464,flat,Madrid,3,False,120.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Piso en puenteareas'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/8f/b9/234302389.jpg,http://www.idealista.com/38312464
51,barrio Prosperidad,2,es,"{u'subTypology': u'penthouse', u'typology': u'flat'}",Chamartín,True,1347,4,False,True,False,False,40.447665,-3.6651478,Madrid,Prosperidad,False,,32,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1350.0,11.0,38312429,penthouse,Madrid,2,False,120.0,good,"{u'subtitle': u'Prosperidad, Madrid', u'title': u'Ático'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/ce/24/234301536.jpg,http://www.idealista.com/38312429
52,"calle Bolívar, 15",2,es,{u'typology': u'flat'},Arganzuela,True,,4,False,True,True,False,40.3928401,-3.6897678,Madrid,Delicias,False,,11,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",1400.0,14.0,1998496,flat,Madrid,3,True,100.0,good,"{u'subtitle': u'Delicias, Madrid', u'title': u'Piso en calle Bolívar, 15'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/3a/71/11058393.jpg,http://www.idealista.com/1998496
53,"calle de jesús y maría, 1",1,es,"{u'subTypology': u'casaDePueblo', u'typology': u'countryHouse'}",,False,,,False,,False,False,40.3794308,-4.2094401,Chapineria,,False,,9,rent,,330.0,4.0,30821351,countryHouse,Madrid,3,True,75.0,good,"{u'subtitle': u'Chapineria', u'title': u'Casa de pueblo en calle de jesús y maría, 1'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/63/f7/106538371.jpg,http://www.idealista.com/30821351
54,virgen de loreto,1,es,"{u'subTypology': u'studio', u'typology': u'flat'}",Noreste,True,0-loft,5,False,True,False,False,40.4594712,-3.475751,Torrejón de Ardoz,,False,,9,rent,,600.0,12.0,38312345,studio,Madrid,0,False,50.0,good,"{u'subtitle': u'Noreste, Torrejón de Ardoz', u'title': u'Estudio en virgen de loreto'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/47/fd/234300113.jpg,http://www.idealista.com/38312345
55,claudio coello,3,es,{u'typology': u'flat'},Salamanca,True,eg00001,6,False,True,False,False,40.4209315,-3.686973,Madrid,Recoletos,False,,18,rent,"{u'hasParkingSpace': True, u'isParkingSpaceIncludedInPrice': True}",2750.0,18.0,38312338,flat,Madrid,2,False,150.0,good,"{u'subtitle': u'Recoletos, Madrid', u'title': u'Piso en claudio coello'}",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/7f/4c/234299721.jpg,http://www.idealista.com/38312338
