,neighbourhood_group_cleansed,availability_30,is_location_exact,host_identity_verified,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,price,Price_Person_Night,room_type,security_deposit,cleaning_fee,number_of_reviews,cancellation_policy,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_value,extra_people,guests_included,accommodates,host_is_superhost,instant_bookable
152,Centro,30,f,t,1.0,1.0,1.0,2,1125,37.2785,37.2785,Private room,93.88789785,0.0,1,flexible,0.06,100.0,10.0,10.0,9.388789785,1,2,f,f
153,Centro,12,t,t,1.0,2.0,3.0,2,1125,106.51,53.255,Entire_home/apt,469.43948925,32.8607642475,2,strict,0.59,100.0,10.0,10.0,23.4719744625,2,3,f,f
154,Centro,14,f,f,1.0,1.0,2.0,2,1125,95.859,95.859,Entire_home/apt,469.43948925,18.77757957,0,flexible,0.0,0.0,0.0,0.0,0.0,1,4,f,f
155,Centro,1,t,f,1.0,1.0,1.0,1,1125,79.8825,79.8825,Entire_home/apt,0.0,18.77757957,8,flexible,1.44,94.0,10.0,10.0,0.0,1,2,f,f
156,Centro,7,f,t,1.0,1.0,1.0,3,1119,105.4449,105.4449,Entire_home/apt,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,4,f,f
157,Centro,7,t,t,1.5,1.0,2.0,3,9999,102.2496,51.1248,Entire_home/apt,234.719744625,14.0831846775,11,strict,2.48,98.0,10.0,10.0,4.6943948925,2,4,t,t
158,Centro,28,f,f,1.0,0.0,1.0,2,1125,266.275,266.275,Entire_home/apt,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,3,t,f
159,Centro,10,f,t,1.0,1.0,2.0,2,1125,77.7523,25.9174333333,Entire_home/apt,140.831846775,23.4719744625,5,strict,2.14,100.0,10.0,10.0,23.4719744625,3,2,f,f
160,Centro,6,t,t,1.0,1.0,1.0,2,30,66.0362,22.0120666667,Entire_home/apt,187.7757957,0.0,50,strict,1.9,87.0,9.0,9.0,0.0,3,2,f,f
161,Centro,1,t,t,1.0,3.0,4.0,1,1125,79.8825,39.94125,Entire_home/apt,93.88789785,28.166369355,9,strict,0.54,95.0,10.0,10.0,14.0831846775,2,6,f,f
162,Centro,1,f,f,1.0,1.0,1.0,3,90,58.5805,58.5805,Entire_home/apt,0.0,28.166369355,29,strict,3.57,94.0,9.0,9.0,0.0,1,2,f,t
164,Centro,1,t,f,1.0,2.0,3.0,2,1125,61.7758,30.8879,Entire_home/apt,0.0,18.77757957,60,flexible,6.12,99.0,10.0,10.0,14.0831846775,2,5,t,t
165,Centro,10,f,t,1.0,2.0,3.0,1,1125,84.1429,42.07145,Entire_home/apt,0.0,18.77757957,67,strict,7.2,91.0,9.0,9.0,9.388789785,2,6,f,t
166,Centro,28,t,f,1.5,1.0,1.0,1,60,42.604,42.604,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,14.0831846775,1,1,f,f
167,Centro,1,t,t,1.0,2.0,3.0,15,1125,52.1899,26.09495,Entire_home/apt,112.66547742,23.4719744625,32,moderate,2.26,98.0,10.0,10.0,14.0831846775,2,5,t,f
168,Centro,13,t,t,1.0,1.0,1.0,3,2000,95.859,95.859,Entire_home/apt,140.831846775,28.166369355,0,flexible,0.0,0.0,0.0,0.0,0.0,1,2,t,t
169,Centro,7,t,t,1.0,1.0,1.0,1,1125,90.5335,90.5335,Entire_home/apt,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,4,f,t
170,Centro,1,t,f,1.0,1.0,1.0,2,1125,85.208,85.208,Entire_home/apt,0.0,0.0,8,moderate,1.49,100.0,10.0,10.0,0.0,1,2,f,f
171,Centro,4,t,t,1.0,1.0,3.0,2,1125,39.4087,39.4087,Entire_home/apt,281.66369355,23.4719744625,124,moderate,6.49,94.0,10.0,10.0,4.6943948925,1,4,f,f
172,Centro,5,t,t,1.0,1.0,1.0,1,1125,53.255,26.6275,Entire_home/apt,281.66369355,28.166369355,12,strict,0.64,95.0,10.0,9.0,11.266547742,2,4,f,t
173,Centro,7,t,t,4.0,6.0,9.0,1,1125,479.295,68.4707142857,Entire_home/apt,469.43948925,65.721528495,55,moderate,4.23,100.0,10.0,10.0,37.55515914,7,11,t,t
174,Centro,20,t,t,1.0,0.0,1.0,2,1125,74.557,74.557,Entire_home/apt,0.0,0.0,7,flexible,3.33,97.0,10.0,10.0,0.0,1,2,f,f
175,Centro,8,f,f,1.0,1.0,2.0,2,1125,63.906,63.906,Entire_home/apt,0.0,18.77757957,53,moderate,3.05,91.0,9.0,10.0,0.0,1,4,f,f
176,Centro,5,t,t,2.0,2.0,5.0,3,1125,198.1086,198.1086,Entire_home/apt,234.719744625,65.721528495,3,flexible,0.31,100.0,10.0,9.0,0.0,1,6,f,t
177,Centro,1,f,f,1.0,1.0,1.0,6,1125,53.255,53.255,Entire_home/apt,93.88789785,28.166369355,1,strict,1.0,100.0,10.0,10.0,0.0,1,2,f,t
178,Centro,9,t,f,1.0,1.0,1.0,2,365,79.8825,39.94125,Entire_home/apt,140.831846775,0.0,4,strict,0.06,47.0,7.0,7.0,9.388789785,2,5,f,t
179,Centro,5,t,f,1.0,1.0,2.0,2,1125,58.5805,29.29025,Entire_home/apt,93.88789785,28.166369355,81,strict,4.66,91.0,10.0,9.0,0.0,2,4,f,f
180,Centro,10,f,t,1.0,1.0,2.0,2,1125,63.906,31.953,Entire_home/apt,0.0,18.77757957,25,moderate,2.69,98.0,10.0,10.0,9.388789785,2,3,t,f
181,Centro,10,t,t,1.0,1.0,1.0,3,1125,106.51,106.51,Entire_home/apt,375.5515914,65.721528495,3,strict,0.48,87.0,10.0,9.0,0.0,1,2,f,t
182,Centro,3,t,t,1.0,1.0,1.0,2,14,27.6926,27.6926,Private room,0.0,4.6943948925,7,flexible,0.92,94.0,10.0,9.0,9.388789785,1,2,f,f
183,Centro,9,t,f,1.0,2.0,2.0,2,1125,70.2966,17.57415,Entire_home/apt,84.499108065,28.166369355,25,strict,1.29,83.0,8.0,8.0,15.9609426345,4,7,f,t
184,Centro,2,f,t,1.0,1.0,2.0,2,1125,42.604,42.604,Private room,0.0,9.388789785,112,flexible,10.21,97.0,10.0,10.0,0.0,1,2,t,t
185,Centro,15,t,t,1.0,1.0,1.0,2,15,37.2785,37.2785,Private room,0.0,9.388789785,23,flexible,1.83,97.0,9.0,10.0,0.0,1,2,f,f
186,Centro,8,t,t,1.0,1.0,3.0,2,1125,106.51,106.51,Entire_home/apt,0.0,0.0,6,moderate,1.29,97.0,10.0,10.0,0.0,1,4,f,t
187,Centro,0,t,t,2.0,4.0,12.0,1,1125,158.6999,15.86999,Entire_home/apt,234.719744625,26.288611398,65,moderate,4.28,88.0,9.0,9.0,18.77757957,10,16,f,t
188,Centro,2,t,t,1.0,1.0,1.0,3,50,62.8409,31.42045,Entire_home/apt,0.0,18.77757957,127,moderate,3.37,91.0,9.0,9.0,11.266547742,2,4,f,f
189,Centro,7,t,t,1.0,0.0,1.0,3,1125,51.1248,25.5624,Entire_home/apt,281.66369355,28.166369355,110,moderate,3.53,82.0,9.0,8.0,14.0831846775,2,2,f,t
190,Centro,9,t,t,0.0,1.0,1.0,3,1125,41.5389,41.5389,Entire_home/apt,0.0,18.77757957,141,strict,3.02,92.0,9.0,9.0,0.0,1,2,f,t
191,Centro,8,t,t,2.5,3.0,5.0,3,1125,223.671,223.671,Entire_home/apt,234.719744625,75.11031828,67,strict,4.01,94.0,10.0,9.0,0.0,1,7,f,f
192,Centro,17,t,t,1.0,0.0,1.0,2,1125,122.4865,122.4865,Entire_home/apt,0.0,18.77757957,6,moderate,0.37,100.0,10.0,10.0,9.388789785,1,2,f,t
193,Centro,0,t,t,1.0,1.0,1.0,5,1125,63.906,63.906,Entire_home/apt,0.0,0.0,53,moderate,1.59,96.0,10.0,10.0,0.0,1,2,t,f
194,Centro,10,t,f,2.0,2.0,2.0,3,1125,152.3093,38.077325,Entire_home/apt,187.7757957,16.899821613,6,strict,0.14,84.0,8.0,8.0,0.0,4,6,f,f
195,Centro,6,t,t,1.0,1.0,2.0,2,1125,69.2315,34.61575,Entire_home/apt,187.7757957,28.166369355,240,strict,4.1,95.0,10.0,10.0,14.0831846775,2,3,f,t
196,Centro,3,t,t,2.5,3.0,5.0,1,1125,122.4865,40.8288333333,Entire_home/apt,140.831846775,46.943948925,26,strict,3.9,98.0,10.0,10.0,14.0831846775,3,6,f,t
197,Centro,3,t,t,1.0,1.0,2.0,2,1125,67.1013,33.55065,Entire_home/apt,93.88789785,0.0,81,moderate,6.21,95.0,10.0,10.0,9.388789785,2,4,f,t
198,Centro,1,t,t,1.0,0.0,2.0,2,1125,85.208,42.604,Entire_home/apt,234.719744625,28.166369355,15,strict,1.11,99.0,10.0,9.0,9.388789785,2,3,t,f
199,Centro,1,f,t,1.0,1.0,2.0,2,1125,47.9295,23.96475,Private room,0.0,0.0,68,strict,5.35,92.0,9.0,9.0,14.0831846775,2,3,f,f
200,Centro,6,f,t,1.0,1.0,3.0,2,1125,85.208,42.604,Entire_home/apt,234.719744625,46.943948925,1,strict,0.11,100.0,8.0,8.0,9.388789785,2,4,t,f
201,Centro,2,t,f,1.0,1.0,2.0,3,1125,76.6872,38.3436,Entire_home/apt,93.88789785,18.77757957,21,moderate,0.43,97.0,10.0,10.0,9.388789785,2,4,t,f
202,Centro,5,f,t,1.0,1.0,1.0,1,14,31.953,31.953,Private room,0.0,8.4499108065,18,moderate,3.07,98.0,10.0,10.0,0.0,1,1,t,f
203,Centro,10,t,f,2.0,1.0,1.0,3,60,36.2134,36.2134,Private room,89.1935029575,14.0831846775,163,moderate,3.15,94.0,10.0,9.0,9.388789785,1,2,f,f
204,Centro,10,t,f,1.0,1.0,2.0,2,1125,158.6999,79.34995,Entire_home/apt,93.88789785,37.55515914,15,flexible,0.7,100.0,10.0,10.0,18.77757957,2,4,t,t
205,Centro,13,t,t,1.0,0.0,1.0,4,365,69.2315,69.2315,Entire_home/apt,187.7757957,30.9830062905,2,flexible,0.62,60.0,6.0,5.0,0.0,1,2,f,t
206,Centro,5,f,t,1.0,1.0,1.0,3,1125,47.9295,47.9295,Entire_home/apt,0.0,28.166369355,20,strict,1.72,96.0,10.0,10.0,0.0,1,2,t,f
207,Centro,6,t,t,1.0,0.0,2.0,2,1125,63.906,31.953,Entire_home/apt,0.0,0.0,55,flexible,2.83,91.0,10.0,9.0,9.388789785,2,3,f,f
208,Centro,10,t,f,1.0,1.0,1.0,2,1125,31.953,31.953,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,f
209,Centro,7,f,t,1.0,1.0,1.0,6,1125,21.302,21.302,Private room,93.88789785,0.0,0,flexible,0.0,0.0,0.0,0.0,9.388789785,1,1,f,f
210,Centro,5,f,t,1.0,1.0,1.0,2,1125,37.2785,18.63925,Private room,0.0,14.0831846775,21,moderate,2.22,93.0,9.0,9.0,9.388789785,2,3,f,f
211,Centro,3,t,f,1.5,2.0,3.0,2,1125,104.3798,104.3798,Entire_home/apt,140.831846775,33.799643226,23,flexible,2.83,99.0,10.0,10.0,0.0,1,4,t,f
212,Centro,15,t,t,1.0,1.0,2.0,3,1125,138.463,138.463,Entire_home/apt,281.66369355,37.55515914,8,strict,0.26,95.0,10.0,10.0,0.0,1,4,t,f
213,Centro,10,t,f,2.0,2.0,2.0,1,1125,143.7885,47.9295,Entire_home/apt,375.5515914,42.2495540325,37,moderate,5.47,99.0,10.0,10.0,0.0,3,4,t,t
214,Centro,13,t,f,1.0,1.0,1.0,3,1125,95.859,47.9295,Entire_home/apt,140.831846775,18.77757957,14,strict,0.39,90.0,10.0,9.0,0.0,2,4,f,f
215,Centro,5,t,t,1.0,2.0,3.0,3,31,53.255,26.6275,Entire_home/apt,0.0,18.77757957,42,moderate,4.16,95.0,10.0,10.0,11.266547742,2,4,t,t
216,Centro,10,t,t,3.0,3.0,6.0,3,1125,234.322,58.5805,Entire_home/apt,469.43948925,131.44305699,7,strict,1.0,94.0,9.0,9.0,0.0,4,6,f,t
217,Centro,11,t,t,1.0,2.0,4.0,3,1125,126.7469,31.686725,Entire_home/apt,187.7757957,37.55515914,22,strict,1.77,96.0,10.0,10.0,14.0831846775,4,5,t,f
218,Centro,8,t,f,1.0,2.0,4.0,3,180,138.463,27.6926,Entire_home/apt,187.7757957,0.0,44,moderate,1.41,94.0,10.0,10.0,0.0,5,5,f,t
219,Centro,8,f,f,1.0,1.0,2.0,3,1125,111.8355,111.8355,Entire_home/apt,187.7757957,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,4,f,f
220,Centro,4,f,t,2.0,2.0,4.0,4,1125,74.557,37.2785,Entire_home/apt,140.831846775,0.0,16,moderate,2.94,98.0,10.0,10.0,14.0831846775,2,6,t,f
221,Centro,5,t,t,1.0,1.0,1.0,5,1125,69.2315,34.61575,Entire_home/apt,140.831846775,0.0,26,strict,0.49,95.0,10.0,9.0,9.388789785,2,2,f,f
222,Centro,7,t,t,3.0,3.0,4.0,1,365,276.926,46.1543333333,Entire_home/apt,187.7757957,37.55515914,32,strict,6.04,95.0,10.0,10.0,0.0,6,6,f,t
223,Centro,9,t,f,1.0,0.0,2.0,3,1125,85.208,42.604,Entire_home/apt,140.831846775,18.77757957,0,strict,0.0,0.0,0.0,0.0,0.0,2,2,f,f
224,Centro,5,t,t,2.0,2.0,4.0,2,60,106.51,26.6275,Entire_home/apt,140.831846775,32.8607642475,44,strict,3.83,97.0,9.0,10.0,15.022063656,4,6,f,t
225,Centro,4,t,t,1.0,1.0,1.0,1,1125,62.8409,31.42045,Entire_home/apt,112.66547742,32.8607642475,29,strict,1.58,97.0,10.0,10.0,14.0831846775,2,4,t,t
226,Centro,6,t,t,1.0,1.0,2.0,2,1125,85.208,42.604,Entire_home/apt,187.7757957,46.943948925,33,strict,2.17,99.0,10.0,10.0,18.77757957,2,4,t,f
227,Centro,6,t,t,1.0,1.0,2.0,3,1125,63.906,31.953,Entire_home/apt,140.831846775,28.166369355,112,moderate,2.07,97.0,10.0,10.0,14.0831846775,2,4,f,f
228,Centro,8,t,t,3.5,3.0,5.0,2,365,255.624,42.604,Entire_home/apt,187.7757957,0.0,216,strict,4.33,98.0,10.0,10.0,37.55515914,6,9,t,f
229,Centro,5,t,f,1.0,2.0,3.0,3,1125,101.1845,50.59225,Entire_home/apt,187.7757957,28.166369355,11,moderate,0.91,98.0,10.0,10.0,9.388789785,2,4,f,f
230,Centro,3,f,t,2.0,2.0,2.0,5,1125,80.9476,80.9476,Entire_home/apt,0.0,37.55515914,1,strict,0.33,100.0,10.0,10.0,0.0,1,4,f,f
231,Centro,21,f,f,1.0,1.0,2.0,1,1125,31.953,31.953,Private room,0.0,0.0,8,flexible,1.18,90.0,9.0,9.0,0.0,1,2,f,f
232,Centro,0,t,t,1.0,1.0,1.0,4,1125,47.9295,47.9295,Entire_home/apt,140.831846775,14.0831846775,50,moderate,1.97,95.0,9.0,10.0,0.0,1,2,t,f
233,Centro,0,t,t,1.0,2.0,3.0,2,1125,69.2315,34.61575,Entire_home/apt,187.7757957,18.77757957,40,moderate,0.77,93.0,10.0,10.0,11.266547742,2,4,f,f
234,Centro,7,f,t,1.0,2.0,4.0,1,1125,93.7288,46.8644,Entire_home/apt,0.0,0.0,88,strict,5.4,92.0,9.0,9.0,9.388789785,2,6,f,t
235,Centro,5,t,t,1.5,2.0,3.0,7,1125,138.463,69.2315,Entire_home/apt,187.7757957,46.943948925,4,strict,0.11,95.0,10.0,9.0,18.77757957,2,4,f,t
236,Centro,30,f,f,1.0,1.0,1.0,1,1125,89.4684,89.4684,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,f
237,Centro,14,t,t,2.0,2.0,2.0,1,1125,69.2315,34.61575,Private room,93.88789785,23.4719744625,2,moderate,1.67,100.0,10.0,10.0,32.8607642475,2,4,f,f
238,Centro,18,f,t,1.0,2.0,3.0,2,1125,101.1845,50.59225,Entire_home/apt,0.0,28.166369355,0,strict,0.0,0.0,0.0,0.0,23.4719744625,2,7,f,t
239,Centro,10,t,t,2.0,2.0,6.0,3,1125,122.4865,30.621625,Entire_home/apt,93.88789785,46.943948925,22,flexible,4.15,90.0,9.0,10.0,9.388789785,4,7,f,t
240,Centro,15,f,t,3.0,4.0,5.0,2,1125,287.577,57.5154,Entire_home/apt,469.43948925,46.943948925,7,strict,1.62,97.0,10.0,10.0,28.166369355,5,7,f,f
241,Centro,8,t,t,2.0,3.0,3.0,3,1125,131.0073,131.0073,Entire_home/apt,281.66369355,48.821706882,27,strict,0.72,87.0,9.0,9.0,10.3276687635,1,6,f,f
242,Centro,13,t,f,1.0,1.0,1.0,2,1125,62.8409,62.8409,Entire_home/apt,187.7757957,28.166369355,54,moderate,2.24,93.0,9.0,9.0,0.0,1,4,f,f
243,Centro,11,t,f,1.0,2.0,4.0,2,1125,95.859,19.1718,Entire_home/apt,93.88789785,33.799643226,50,flexible,2.07,88.0,9.0,9.0,14.0831846775,5,5,f,f
244,Centro,7,f,f,1.0,1.0,2.0,2,1000,55.3852,27.6926,Entire_home/apt,0.0,14.0831846775,10,strict,3.09,88.0,9.0,8.0,9.388789785,2,4,f,t
245,Centro,7,f,t,1.0,1.0,1.0,3,1125,24.4973,24.4973,Private room,0.0,14.0831846775,10,flexible,1.19,100.0,10.0,10.0,0.0,1,1,f,f
246,Centro,4,t,t,2.0,2.0,2.0,2,30,94.7939,47.39695,Entire_home/apt,187.7757957,37.55515914,53,strict,6.24,97.0,10.0,10.0,16.899821613,2,6,t,t
247,Centro,1,f,f,1.0,1.0,3.0,1,1125,37.2785,37.2785,Private room,0.0,0.0,3,flexible,3.0,100.0,10.0,10.0,0.0,1,4,f,t
248,Centro,5,t,t,1.0,1.0,3.0,4,60,68.1664,34.0832,Entire_home/apt,93.88789785,0.0,45,flexible,1.07,96.0,10.0,10.0,23.4719744625,2,4,f,t
249,Centro,2,f,t,2.0,4.0,5.0,2,1125,185.3274,46.33185,Entire_home/apt,187.7757957,28.166369355,7,flexible,3.13,97.0,9.0,10.0,0.0,4,9,f,t
250,Centro,15,t,t,1.0,1.0,2.0,1,1125,90.5335,45.26675,Entire_home/apt,187.7757957,37.55515914,5,strict,1.5,76.0,8.0,8.0,20.655337527,2,4,f,t
251,Centro,4,t,f,2.0,3.0,6.0,3,1125,159.765,39.94125,Entire_home/apt,93.88789785,46.943948925,44,moderate,1.44,91.0,9.0,9.0,8.4499108065,4,8,f,t
252,Centro,11,f,f,1.0,1.0,4.0,1,1125,61.7758,61.7758,Private room,140.831846775,18.77757957,48,moderate,6.46,99.0,10.0,10.0,11.266547742,1,4,t,t
253,Centro,4,t,t,2.0,5.0,8.0,2,1125,277.9911,34.7488875,Entire_home/apt,234.719744625,83.5602290865,31,strict,2.57,86.0,9.0,8.0,17.8387005915,8,11,f,t
254,Centro,14,t,f,0.0,1.0,3.0,1,1125,67.1013,67.1013,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,3,f,f
255,Centro,17,t,t,1.0,1.0,2.0,2,27,101.1845,101.1845,Entire_home/apt,0.0,46.943948925,0,flexible,0.0,0.0,0.0,0.0,0.0,1,5,f,t
256,Centro,9,t,t,1.0,1.0,1.0,3,180,34.0832,17.0416,Private room,0.0,0.0,210,moderate,3.11,93.0,9.0,10.0,0.0,2,2,f,f
257,Centro,2,t,t,1.0,0.0,2.0,1,6,54.3201,27.16005,Entire_home/apt,234.719744625,15.9609426345,168,strict,9.73,89.0,9.0,9.0,15.9609426345,2,3,f,t
258,Centro,2,f,t,1.0,1.0,2.0,2,15,76.6872,38.3436,Entire_home/apt,187.7757957,28.166369355,20,strict,3.92,93.0,9.0,9.0,6.5721528495,2,4,f,f
259,Centro,8,t,t,1.0,2.0,2.0,2,1125,85.208,21.302,Entire_home/apt,187.7757957,32.8607642475,27,moderate,4.45,99.0,10.0,10.0,56.33273871,4,4,t,t
260,Centro,6,t,t,2.0,3.0,5.0,3,1125,165.0905,82.54525,Entire_home/apt,281.66369355,0.0,4,flexible,0.71,100.0,10.0,10.0,14.0831846775,2,7,f,f
261,Centro,2,t,t,1.0,1.0,1.0,4,1125,69.2315,69.2315,Entire_home/apt,0.0,23.4719744625,83,moderate,2.34,97.0,10.0,10.0,0.0,1,2,t,f
262,Centro,14,t,t,1.5,1.0,2.0,3,1125,85.208,42.604,Entire_home/apt,90.132381936,37.55515914,5,flexible,2.17,88.0,9.0,9.0,14.0831846775,2,4,f,t
263,Centro,5,t,t,1.0,1.0,1.0,2,1125,77.7523,19.438075,Entire_home/apt,93.88789785,23.4719744625,58,strict,4.78,97.0,10.0,10.0,23.4719744625,4,3,t,f
264,Centro,9,f,f,1.0,1.0,1.0,1,3,28.7577,28.7577,Entire_home/apt,0.0,5.633273871,1,strict,1.0,100.0,10.0,10.0,5.633273871,1,2,f,t
265,Centro,17,f,t,1.0,1.0,1.0,1,1125,53.255,53.255,Private room,0.0,0.0,35,strict,3.41,91.0,10.0,9.0,4.6943948925,1,2,f,t
266,Centro,2,f,f,1.0,2.0,3.0,2,1125,110.7704,27.6926,Entire_home/apt,187.7757957,23.4719744625,5,strict,0.67,96.0,10.0,10.0,15.022063656,4,6,t,f
267,Centro,8,f,t,1.0,1.0,1.0,2,1125,63.906,63.906,Entire_home/apt,140.831846775,0.0,41,strict,3.28,98.0,10.0,10.0,0.0,1,3,t,f
268,Centro,8,f,f,1.0,1.0,2.0,2,1125,63.906,63.906,Entire_home/apt,0.0,18.77757957,32,moderate,1.86,90.0,9.0,9.0,0.0,1,4,f,f
269,Centro,8,f,f,1.0,1.0,1.0,2,1125,42.604,42.604,Entire_home/apt,0.0,28.166369355,8,strict,1.5,66.0,8.0,7.0,0.0,1,3,f,t
270,Centro,1,f,t,1.0,1.0,1.0,2,1125,79.8825,39.94125,Entire_home/apt,0.0,28.166369355,13,flexible,3.25,98.0,10.0,10.0,9.388789785,2,3,f,f
271,Centro,19,f,t,1.0,2.0,2.0,1,1125,85.208,21.302,Entire_home/apt,0.0,32.8607642475,0,strict,0.0,0.0,0.0,0.0,14.0831846775,4,4,f,f
272,Centro,1,f,t,1.0,1.0,1.0,2,1125,76.6872,76.6872,Entire_home/apt,93.88789785,32.8607642475,3,moderate,0.57,93.0,10.0,9.0,0.0,1,2,f,f
273,Centro,8,t,t,1.0,2.0,1.0,2,1125,74.557,74.557,Entire_home/apt,93.88789785,32.8607642475,63,moderate,3.9,96.0,10.0,10.0,0.0,1,2,f,t
274,Centro,9,f,t,2.0,3.0,6.0,3,30,136.3328,68.1664,Entire_home/apt,140.831846775,56.33273871,25,moderate,3.73,95.0,10.0,9.0,9.388789785,2,7,t,t
275,Centro,3,f,t,2.0,1.0,1.0,1,29,21.302,21.302,Private room,0.0,4.6943948925,156,flexible,6.92,91.0,9.0,9.0,4.6943948925,1,2,f,t
276,Centro,10,t,t,1.0,1.0,2.0,1,1125,63.906,31.953,Entire_home/apt,0.0,23.4719744625,9,strict,1.99,93.0,10.0,10.0,14.0831846775,2,4,f,t
277,Centro,13,t,t,1.0,1.0,1.0,2,30,79.8825,39.94125,Entire_home/apt,0.0,23.4719744625,1,moderate,0.06,100.0,10.0,10.0,14.0831846775,2,4,f,f
278,Centro,17,t,f,1.0,1.0,1.0,1,5,127.812,127.812,Entire_home/apt,0.0,0.0,2,flexible,1.43,80.0,8.0,10.0,0.0,1,2,f,t
279,Centro,17,t,f,1.0,0.0,1.0,2,5,42.604,42.604,Entire_home/apt,140.831846775,18.77757957,1,strict,1.0,100.0,10.0,10.0,0.0,1,2,t,t
280,Centro,1,t,t,1.0,1.0,2.0,1,1125,63.906,31.953,Entire_home/apt,0.0,23.4719744625,41,strict,4.13,98.0,10.0,10.0,9.388789785,2,3,t,f
281,Centro,7,f,f,1.0,0.0,2.0,2,1125,38.3436,38.3436,Entire_home/apt,140.831846775,16.899821613,42,strict,3.05,89.0,10.0,9.0,0.0,1,2,f,f
282,Centro,0,t,f,2.0,1.0,1.0,1,1125,31.953,31.953,Private room,0.0,0.0,92,strict,3.91,94.0,9.0,9.0,9.388789785,1,2,f,f
283,Centro,15,t,t,1.0,1.0,1.0,2,1125,38.3436,38.3436,Private room,93.88789785,0.0,143,moderate,2.41,91.0,9.0,9.0,14.0831846775,1,2,f,f
284,Centro,8,f,t,1.0,1.0,2.0,1,180,85.208,85.208,Entire_home/apt,0.0,32.8607642475,112,moderate,7.16,96.0,10.0,10.0,0.0,1,4,t,f
285,Centro,6,t,f,1.0,1.0,2.0,1,15,106.51,106.51,Entire_home/apt,281.66369355,0.0,20,flexible,0.65,76.0,9.0,7.0,0.0,1,4,f,f
286,Centro,5,t,f,2.0,2.0,4.0,2,1125,101.1845,50.59225,Entire_home/apt,93.88789785,18.77757957,21,moderate,0.41,98.0,10.0,9.0,9.388789785,2,5,t,f
287,Centro,7,t,f,1.0,1.0,2.0,1,1125,52.1899,52.1899,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,3,f,f
288,Centro,11,f,f,1.0,1.0,1.0,2,1125,127.812,63.906,Entire_home/apt,93.88789785,28.166369355,21,moderate,1.36,95.0,10.0,9.0,14.0831846775,2,3,t,f
289,Centro,3,t,t,1.0,1.0,1.0,5,1125,63.906,31.953,Entire_home/apt,0.0,0.0,9,strict,0.16,91.0,9.0,9.0,14.0831846775,2,3,f,t
290,Centro,20,f,t,1.0,1.0,1.0,1,1125,29.8228,14.9114,Private room,0.0,0.0,29,moderate,0.98,85.0,8.0,9.0,11.266547742,2,3,f,f
291,Centro,6,f,t,1.0,1.0,1.0,3,1125,106.51,53.255,Entire_home/apt,187.7757957,46.0050699465,2,strict,0.64,100.0,10.0,9.0,11.266547742,2,4,f,f
292,Centro,1,f,t,1.0,1.0,4.0,3,365,96.9241,96.9241,Entire_home/apt,234.719744625,51.6383438175,128,strict,4.11,97.0,10.0,10.0,0.0,1,4,f,f
293,Centro,8,t,t,2.0,2.0,4.0,4,1825,125.6818,62.8409,Entire_home/apt,187.7757957,45.066190968,39,moderate,0.68,85.0,9.0,9.0,10.3276687635,2,6,f,t
294,Centro,3,t,t,1.0,1.0,1.0,4,1125,63.906,63.906,Entire_home/apt,0.0,28.166369355,14,moderate,0.61,91.0,10.0,10.0,0.0,1,2,f,f
295,Centro,12,t,t,1.0,2.0,3.0,2,31,159.765,31.953,Entire_home/apt,0.0,46.943948925,22,moderate,0.41,92.0,9.0,9.0,46.943948925,5,5,f,f
296,Centro,28,t,t,1.0,1.0,1.0,2,10,122.4865,122.4865,Entire_home/apt,281.66369355,14.0831846775,7,moderate,0.66,89.0,9.0,8.0,0.0,1,3,f,f
297,Centro,0,t,t,1.5,2.0,2.0,6,10,117.161,58.5805,Entire_home/apt,281.66369355,28.166369355,44,strict,1.59,98.0,10.0,9.0,18.77757957,2,4,t,f
298,Centro,10,t,t,1.0,1.0,2.0,1,30,109.7053,54.85265,Entire_home/apt,0.0,37.55515914,64,moderate,3.36,90.0,9.0,9.0,0.0,2,4,f,f
299,Centro,7,f,t,1.0,1.0,2.0,2,1125,79.8825,79.8825,Entire_home/apt,122.054267205,18.77757957,5,strict,4.29,100.0,10.0,9.0,0.0,1,4,t,f
300,Centro,11,t,t,1.0,2.0,4.0,3,1125,138.463,34.61575,Entire_home/apt,234.719744625,46.943948925,66,strict,3.02,97.0,10.0,10.0,18.77757957,4,6,t,f
301,Centro,1,f,t,1.0,2.0,2.0,2,1125,58.5805,29.29025,Entire_home/apt,93.88789785,14.0831846775,27,moderate,1.93,89.0,9.0,9.0,0.0,2,3,f,f
302,Centro,7,t,f,2.0,1.0,1.0,7,1125,31.953,31.953,Private room,0.0,0.0,0,flexible,0.0,0.0,0.0,0.0,0.0,1,1,f,t
